Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Sierra Leone,SLE,3.22009478106707E+08,3.27834752427556E+08,3.42721625556128E+08,3.48546926009245E+08,3.71848127821710E+08,3.59379856248057E+08,3.75479849808060E+08,3.48795303000385E+08,3.29860135024054E+08,4.08690163296065E+08,4.34410366360027E+08,4.19549387020847E+08,4.65381103603727E+08,5.75230251323587E+08,6.48590625925671E+08,6.79335916411326E+08,5.94895649185867E+08,6.91777759267335E+08,9.60728331295844E+08,1.10937471101640E+09,1.10068587540484E+09,1.11483049952549E+09,1.29536191175877E+09,9.95104288373919E+08,1.08747184924002E+09,8.56890497055359E+08,4.90181456624410E+08,7.01307601909934E+08,1.05508394611552E+09,9.32974412385267E+08,6.49644826800447E+08,7.79981538149204E+08,6.79997997597117E+08,7.68812334801762E+08,9.11915970683484E+08,8.70758739406780E+08,9.41742152709895E+08,8.50218033622007E+08,6.72375927347148E+08,6.69384768872630E+08,6.35874002198748E+08,1.07947838783576E+09,1.23900428775607E+09,1.37144256569701E+09,1.43120867730352E+09,1.62785308642403E+09,1.88742910951298E+09,2.15865321617331E+09,2.50562041649530E+09,2.45397292549437E+09,2.57815949555930E+09,2.92539142979832E+09,3.52935050438382E+09,4.13628075203693E+09,0
Singapore,SGP,7.04457699396959E+08,7.64303120463280E+08,8.25879877401062E+08,9.17216011299226E+08,8.93728643533568E+08,9.74186761484632E+08,1.09590293991974E+09,1.23741514737569E+09,1.42502008906995E+09,1.65904443214808E+09,1.91949614730189E+09,2.27033015767395E+09,2.95025777882676E+09,4.22757423401324E+09,5.26073099515113E+09,5.78922953877907E+09,6.07157480260248E+09,6.70271378413833E+09,8.06240037234359E+09,9.71967488023226E+09,1.20788806985429E+10,1.43630518775379E+10,1.58735528852363E+10,1.80019876567057E+10,1.95501035308122E+10,1.85550530673749E+10,1.87627387208667E+10,2.16062963461250E+10,2.65153732437234E+10,3.13929693074850E+10,3.88998639105488E+10,4.54731266822957E+10,5.21574822484601E+10,6.06449163954288E+10,7.37756590120859E+10,8.78915601023018E+10,9.64009671114728E+10,1.00163601638149E+11,8.57075508807849E+10,8.62853327617027E+10,9.58359709893290E+10,8.92850873949509E+10,9.19417919436165E+10,9.70023055361569E+10,1.14186643421944E+11,1.27417879442861E+11,1.47794117647059E+11,1.79981089530567E+11,1.92231202951056E+11,1.92406441416028E+11,2.36420337242775E+11,2.74065043105538E+11,2.86908399901812E+11,2.97941261088468E+11,0
Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovak Republic,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26945446927374E+10,1.42130454938806E+10,1.54312880062104E+10,1.64522011009604E+10,2.00793636255784E+10,2.57330431372549E+10,2.78219138149556E+10,2.76582950039651E+10,2.98217955028527E+10,3.04090219475815E+10,2.91100672563110E+10,3.06999794183445E+10,3.51447694334651E+10,4.68109920993228E+10,5.73294226471319E+10,6.26765563984579E+10,7.04502433822607E+10,8.60309649603066E+10,9.98325355207265E+10,8.86342720200056E+10,8.90119192052980E+10,9.75253864331387E+10,9.27466850828729E+10,9.77073234200744E+10,0
Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12741222818765E+10,2.14782253980496E+10,2.07499326831486E+10,2.21238968600012E+10,2.26895568447347E+10,2.03413918055921E+10,2.08759448943895E+10,2.35630283186541E+10,2.96984712234945E+10,3.44705634700842E+10,3.63449116383462E+10,3.95854114804822E+10,4.81146882014782E+10,5.55898491284605E+10,5.02447938316199E+10,4.79729887417219E+10,5.12488605782597E+10,4.62623052807401E+10,4.79873036378120E+10,0
Small states,SST,2.90168527778377E+09,3.15444454947584E+09,3.34190747142428E+09,3.51634815923757E+09,3.86384125995216E+09,4.21214759958197E+09,4.55317282501379E+09,4.89199053694303E+09,4.91589147344531E+09,5.37222739508543E+09,5.91537347265501E+09,6.52114611990782E+09,7.53146865755289E+09,8.93974339123641E+09,1.23334843789283E+10,1.47533888099945E+10,1.61155744816679E+10,1.77572465587344E+10,1.82814211777776E+10,2.16836129414766E+10,2.68922836322764E+10,2.76731952779886E+10,2.86544260011104E+10,2.91822385804162E+10,2.81853642840222E+10,2.70826763557232E+10,2.70037184250925E+10,2.99447121609266E+10,3.30356650190284E+10,3.45102669664406E+10,4.02841276648100E+10,4.08478166167066E+10,4.24768708339307E+10,4.22419383096188E+10,4.44606472043431E+10,4.94224448264936E+10,5.29664485330688E+10,5.59001043520354E+10,5.63408342902268E+10,5.98727127929937E+10,6.39596451003951E+10,6.43411769526685E+10,6.70076077148342E+10,7.82586419991470E+10,9.11923769056004E+10,1.05035542747275E+11,1.14911890583881E+11,1.30853809100498E+11,1.52901939212027E+11,1.30375221021927E+11,1.47766695232896E+11,1.68166282157886E+11,1.69029100062556E+11,1.73269708642216E+11,0
Solomon Islands,SLB,0,0,0,0,0,0,0,2.52035240325638E+07,2.80842527582748E+07,2.86064113980410E+07,0,5.00568828213879E+07,4.06067120506390E+07,5.52721088435374E+07,8.45393322825620E+07,7.46170964785967E+07,8.30991079066357E+07,9.31470392548237E+07,1.11022089962230E+08,1.51270207852194E+08,1.68715353097132E+08,1.87313261319237E+08,1.88446092060550E+08,1.80219397527425E+08,2.52806783386983E+08,2.32306861156132E+08,2.10737869652598E+08,2.38606299605651E+08,3.10684273709484E+08,3.32286760858189E+08,3.02515026890225E+08,3.20355090614410E+08,3.78778047197842E+08,4.10923236189102E+08,4.64756638512487E+08,5.19334096714525E+08,5.65163750560790E+08,5.67919502811483E+08,4.71177008057148E+08,4.82214092308964E+08,4.35101217233417E+08,4.00464593025503E+08,3.41663053747461E+08,3.32736306539249E+08,3.75109694525921E+08,4.13909879281265E+08,4.56735444867920E+08,5.16209150326797E+08,6.08292551761226E+08,5.97765363128492E+08,6.81587104773714E+08,8.68574141232093E+08,9.89911515876036E+08,1.09639692691144E+09,0
Somalia,SOM,1.80460950352325E+08,1.91660990858439E+08,2.03533070710314E+08,2.16147149952901E+08,2.29531201852126E+08,2.43725900221596E+08,2.57375899364358E+08,2.71781889251523E+08,2.86719887890669E+08,3.00230021488119E+08,3.16147885344131E+08,3.31104597011628E+08,4.16940946569946E+08,5.07028439326556E+08,4.67577426580885E+08,7.10850217913650E+08,8.07275798953096E+08,4.98550866152822E+08,5.64986077529704E+08,5.90419863985326E+08,6.03592653942155E+08,6.99112246542284E+08,7.74419565926071E+08,7.33901342023081E+08,7.88307226827367E+08,8.76404614973340E+08,9.30318731622259E+08,1.00979274291164E+09,1.03829131230908E+09,1.09239302047939E+09,9.17044253990258E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,7.36309617807644E+09,7.74263488730225E+09,8.26969746605068E+09,9.17486798264035E+09,1.00714442111158E+10,1.10023796724066E+10,1.19949601007980E+10,1.33823324933501E+10,1.44757100657987E+10,1.63152731345373E+10,1.79070419991600E+10,1.97651013702461E+10,2.07532202419670E+10,2.84438044668588E+10,3.57277412803532E+10,3.69479388776200E+10,3.54737810487580E+10,3.93985742870285E+10,4.53265875114995E+10,5.59382401425178E+10,8.05469931946584E+10,8.68339858969762E+10,8.00835185976498E+10,8.60151336493755E+10,8.51694365372766E+10,6.70650700094607E+10,7.95034842211697E+10,1.04024659658109E+11,1.14630316416931E+11,1.24907439724056E+11,1.12014836393151E+11,1.20225985441640E+11,1.30513680154278E+11,1.34309807566277E+11,1.39752373971085E+11,1.55460234802740E+11,1.47608050640268E+11,1.52586031842556E+11,1.37774695409706E+11,1.36631881361777E+11,1.36361790996056E+11,1.21515880074109E+11,1.15482304205286E+11,1.75256866088999E+11,2.28593703989660E+11,2.57772766354842E+11,2.71638630110042E+11,2.99419609395613E+11,2.86769850245717E+11,2.95939963709160E+11,3.75349442837187E+11,4.16596716622437E+11,3.97391258596347E+11,3.66057913367137E+11,0
South Asia,SAS,4.76895565429452E+10,5.08613209234055E+10,5.42967301947341E+10,6.10604824287384E+10,6.99634760135674E+10,7.51416644197712E+10,6.30560307802825E+10,6.94096974567630E+10,7.28685735633239E+10,8.00061851309586E+10,8.66535364873272E+10,9.21243879139423E+10,9.26378649762184E+10,1.06015541007639E+11,1.28275353804795E+11,1.37408855417376E+11,1.34307560179500E+11,1.55391356904560E+11,1.76843482279432E+11,1.98065419089395E+11,2.38820260474440E+11,2.52603136359599E+11,2.61415871519320E+11,2.76843405646118E+11,2.76669939024348E+11,2.99398855294338E+11,3.17233610088190E+11,3.52452096972536E+11,3.78278137947003E+11,3.80675057486765E+11,4.10504248055603E+11,3.66078941081174E+11,3.88744514444561E+11,3.84878173518826E+11,4.36772265770227E+11,4.85178146027572E+11,5.24982429565121E+11,5.50920565839614E+11,5.58746375971592E+11,5.99543853870636E+11,6.22975897561898E+11,6.38745671205934E+11,6.72494121092904E+11,7.84882714578067E+11,9.11124327837966E+11,1.04461714626213E+12,1.20476969087345E+12,1.52595652379487E+12,1.55240720256617E+12,1.70642917320969E+12,2.08612149122614E+12,2.28512367457459E+12,2.29660109642042E+12,2.36828585674713E+12,0
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55503508655594E+10,1.22312535631565E+10,1.57278096999166E+10,1.88308246896298E+10,1.03689778501301E+10,1.18044461368066E+10,0
Spain,ESP,1.20721260753970E+10,1.38343005714849E+10,1.61385452092460E+10,1.90749139477196E+10,2.13438446437341E+10,2.47569586949238E+10,2.87210622421634E+10,3.16471192281982E+10,3.14755484814095E+10,3.60387115995410E+10,4.08816550986451E+10,4.64927973652695E+10,5.89718066269739E+10,7.84259348943461E+10,9.70098001153735E+10,1.14465300289855E+11,1.18185307386222E+11,1.32089531434830E+11,1.60163483072917E+11,2.14019077342588E+11,2.32134606637271E+11,2.02257045774013E+11,1.95464408602151E+11,1.70486866357309E+11,1.71635463361623E+11,1.80302412230920E+11,2.50638463466793E+11,3.17882187036787E+11,3.75138723325239E+11,4.13630538018271E+11,5.35101248775710E+11,5.75598537069656E+11,6.29202392003901E+11,5.23649481762322E+11,5.29121577319588E+11,6.12939685081398E+11,6.40998292394588E+11,5.88692045454545E+11,6.17041986858225E+11,6.33194118900490E+11,5.95402616546895E+11,6.25975838926175E+11,7.05145868624130E+11,9.06853273137698E+11,1.06960198171016E+12,1.15724767447645E+12,1.26448672286056E+12,1.47926570973978E+12,1.63504958016205E+12,1.49898444617362E+12,1.43158761230226E+12,1.49459810657636E+12,1.35573258996933E+12,1.39304017701368E+12,0
Sri Lanka,LKA,1.41962992941176E+09,1.45434213109244E+09,1.45860961975309E+09,1.24138771361345E+09,1.32184072605042E+09,1.69831932773109E+09,1.75147058823529E+09,1.85946502057613E+09,1.80117647058824E+09,1.96554621848739E+09,2.29647058823529E+09,2.36930860033727E+09,2.55393634840871E+09,2.87562500000000E+09,3.57458646616541E+09,3.79129814550642E+09,3.59131985731272E+09,4.10450958286359E+09,2.73318385650224E+09,3.36461143224149E+09,4.02462189957653E+09,4.41584415584416E+09,4.76876501681884E+09,5.16791330216745E+09,6.04347484276729E+09,5.97846097201767E+09,6.40521056388294E+09,6.68216711956522E+09,6.97837158126375E+09,6.98726768377254E+09,8.03255117324014E+09,9.00036258158086E+09,9.70301163586585E+09,1.03386796357616E+10,1.17176042088223E+10,1.30296975609756E+10,1.38977383752488E+10,1.50919308357349E+10,1.57949728471683E+10,1.56563420158550E+10,1.63308103039159E+10,1.57462244098000E+10,1.71026238762283E+10,1.88817654372151E+10,2.06625259412985E+10,2.44057910447761E+10,2.82674105425164E+10,3.23511842343157E+10,4.07152404689375E+10,4.20679745954411E+10,4.95675216699098E+10,5.91780139278285E+10,5.93930564263323E+10,6.71820153357602E+10,0
St. Kitts and Nevis,KNA,1.23666355848801E+07,1.24833019583223E+07,1.25416351450435E+07,1.28333010786491E+07,1.34166329458604E+07,1.35939324279455E+07,1.44690782924055E+07,1.67423385872698E+07,1.46000000000000E+07,1.58500000000000E+07,1.63000000000000E+07,1.96247464218323E+07,2.29448485121012E+07,2.41960184827341E+07,3.15148567177484E+07,3.33640541265090E+07,3.00956021846983E+07,2.98888883610321E+07,3.42592586542189E+07,3.98888881844257E+07,4.79999991522894E+07,5.65555545567484E+07,5.99259248675959E+07,5.96666656129153E+07,7.00370358001384E+07,7.79999986224703E+07,9.41481464854319E+07,1.08185183274566E+08,1.26666664429653E+08,1.43259256729210E+08,1.59200367558790E+08,1.64574441537955E+08,1.81815552344577E+08,1.98341107608281E+08,2.21740736824658E+08,2.30740736665712E+08,2.45555551218888E+08,2.75089909076895E+08,2.87324365949587E+08,3.05008717247388E+08,4.20086426407158E+08,4.60467993798730E+08,4.80825573923214E+08,4.63418870648200E+08,5.01150880038245E+08,5.43169953370236E+08,6.36070988766581E+08,6.84148691621202E+08,7.34660333333333E+08,7.08891296296296E+08,6.92457407407407E+08,7.28050629629630E+08,7.31919888888889E+08,7.65870666666667E+08,0
St. Lucia,LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03444442617550E+08,1.33414812458624E+08,1.52244441755711E+08,1.43588886353018E+08,1.54503700975070E+08,1.97088885408174E+08,1.89166663325863E+08,2.25777773790398E+08,2.42385180904509E+08,2.73977772939156E+08,3.11511105609627E+08,3.97192585577919E+08,4.31470362750329E+08,4.77996287854577E+08,4.92029620940073E+08,5.17566657526110E+08,5.60811101206830E+08,5.66370360367909E+08,6.04411100436826E+08,6.57529580980201E+08,6.92507395177286E+08,7.80895356579261E+08,7.38755098064226E+08,7.41966023933444E+08,8.05836689472114E+08,8.85242280662354E+08,9.35463205701346E+08,1.06694438856449E+09,1.14347697980547E+09,1.17137151851852E+09,1.17660781481481E+09,1.24429740740741E+09,1.28953185185185E+09,1.30266670370370E+09,1.33576411111111E+09,0
St. Martin (French part),MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent and the Grenadines,VCT,1.30666338255337E+07,1.39999648130718E+07,1.45249634935620E+07,1.37082988794661E+07,1.47582962404465E+07,1.51082953612136E+07,1.60999595355017E+07,1.58350884020619E+07,1.53500000000000E+07,1.66500000000000E+07,1.84500000000000E+07,2.00516481111283E+07,2.75854882223049E+07,3.01653732430518E+07,3.29242157541822E+07,3.32371640553397E+07,3.27924799826240E+07,3.65370363917697E+07,4.65999991770143E+07,5.45111101484102E+07,6.03074063423402E+07,7.47999986789844E+07,8.54481466390795E+07,9.40444427835597E+07,1.03499998172124E+08,1.12881479487923E+08,1.27974071813970E+08,1.42329627115998E+08,1.64574071167591E+08,1.77296293165131E+08,1.98207403906938E+08,2.12492588839838E+08,2.33188884770625E+08,2.38774069857172E+08,2.43255551259508E+08,2.66481476775249E+08,2.81518513546722E+08,2.93070365194561E+08,3.17851809201349E+08,3.31866660805690E+08,3.96261363372142E+08,4.30039288701529E+08,4.61883436287289E+08,4.81806287787290E+08,5.21975101892698E+08,5.50728656940448E+08,6.10778285509563E+08,6.84049037037037E+08,6.95428851851852E+08,6.74922481481481E+08,6.81225962962963E+08,6.76406962962963E+08,6.93304481481481E+08,7.09358185185185E+08,0
Sub-Saharan Africa (all income levels),SSF,2.97156681019470E+10,3.08498436201581E+10,3.34584825663330E+10,3.83939200931963E+10,3.73963518335898E+10,4.16732489315628E+10,4.49909862549806E+10,4.44121224536686E+10,4.75063332308158E+10,5.44623444187975E+10,6.41036190593409E+10,6.51546520050605E+10,7.35121370252156E+10,9.41078535573088E+10,1.22683672441741E+11,1.35143417353830E+11,1.47012749684578E+11,1.61489880669158E+11,1.80414707387062E+11,2.15784677171531E+11,2.71584921051772E+11,2.72998410545629E+11,2.55411968454274E+11,2.37901066230981E+11,2.26609153424540E+11,2.11296616143477E+11,2.33494370410042E+11,2.76131947147164E+11,2.90444061278345E+11,3.01576163202965E+11,3.03214357664358E+11,3.11670592360801E+11,3.06657737480204E+11,2.94722716796850E+11,2.87406022069344E+11,3.32768623291030E+11,3.44294441053975E+11,3.55946956300809E+11,3.35523060636619E+11,3.37117320214835E+11,3.61239483223146E+11,3.35245611358041E+11,3.58451073700108E+11,4.58068645127803E+11,5.70565498466583E+11,6.69327963078676E+11,7.80014080307781E+11,9.13352470066305E+11,1.04336313330071E+12,9.94954321498313E+11,1.33442437665385E+12,1.50116818262278E+12,1.57412171348858E+12,1.65909716021156E+12,0
Sub-Saharan Africa (developing only),SSA,2.97237505004466E+10,3.08582345043520E+10,3.34675829772127E+10,3.84039390119235E+10,3.74036536661462E+10,4.16236947397218E+10,4.49383915241275E+10,4.43555372557618E+10,4.74569391020529E+10,5.44172275671780E+10,6.40649898645598E+10,6.51181820907587E+10,7.34798555676958E+10,9.40694166320008E+10,1.22646782351269E+11,1.35102133494024E+11,1.46978913929060E+11,1.61463805878506E+11,1.80385576919529E+11,2.15749835729703E+11,2.71541069883318E+11,2.72969857983865E+11,2.55374689430325E+11,2.37862954314248E+11,2.26564350643818E+11,2.11238668826089E+11,2.33422348715062E+11,2.76043727590846E+11,2.90348871190492E+11,3.01493482412177E+11,3.03107801917585E+11,3.11565428019118E+11,3.06528544884088E+11,2.94591944517853E+11,2.87310477501053E+11,3.32632770048677E+11,3.44067869206728E+11,3.55509962300826E+11,3.35157581273809E+11,3.36500516213332E+11,3.60196700986338E+11,3.33785749681964E+11,3.56644845524471E+11,4.55583944390298E+11,5.66150209037130E+11,6.61094690497969E+11,7.71918766539372E+11,9.03133090399615E+11,1.02788944279653E+12,9.85495366442209E+11,1.32270395390353E+12,1.48531884679583E+12,1.55749562639004E+12,1.64335922813264E+12,0
Sudan,SDN,1.12636416176440E+09,1.22286042855503E+09,1.32825962472217E+09,1.35123492633899E+09,1.38828260019610E+09,1.44686961931898E+09,1.48449167571652E+09,1.60740953936648E+09,1.67777140056798E+09,1.84750144126221E+09,2.10022975904718E+09,2.28834004103486E+09,2.48305572223738E+09,3.07725446030228E+09,3.95893165984759E+09,4.82309019191008E+09,6.01321081566114E+09,7.49900563937649E+09,8.12871931507920E+09,8.41840778660599E+09,7.61725673716195E+09,9.53800946333310E+09,9.25439599569006E+09,8.46522693727815E+09,1.00442977961919E+10,1.24593855710104E+10,1.59666493703837E+10,2.06312197623208E+10,1.55103240990826E+10,1.52956356244201E+10,1.24086477804484E+10,1.13792219270559E+10,7.03193349184899E+09,8.88101008124942E+09,1.27937984183843E+10,1.38303698523130E+10,9.01830312801890E+09,1.16811795709007E+10,1.12502206029740E+10,1.06820276347462E+10,1.22572991472936E+10,1.31828725590993E+10,1.48034233448430E+10,1.76462713789113E+10,2.14578861984064E+10,2.65249922449860E+10,3.58218587236658E+10,4.58989485539203E+10,5.45275499131370E+10,5.31494394009886E+10,6.56320812403020E+10,6.73207798044854E+10,6.31522097054893E+10,6.65658894168701E+10,0
Suriname,SUR,9.38500000000000E+07,9.84000000000000E+07,1.03500000000000E+08,1.10000000000000E+08,1.20850000000000E+08,1.38650000000000E+08,1.71100000000000E+08,1.98450000000000E+08,2.20600000000000E+08,2.33450000000000E+08,2.47150000000000E+08,2.70650000000000E+08,2.87600000000000E+08,3.05300000000000E+08,3.68600000000000E+08,4.65000000000000E+08,5.05500000000000E+08,6.41000000000000E+08,7.35500000000000E+08,7.83000000000000E+08,7.94900000000000E+08,8.89050000000000E+08,9.15150000000000E+08,8.83600000000000E+08,8.64150000000000E+08,8.73250000000000E+08,8.91000000000000E+08,9.79850000000000E+08,1.16090000000000E+09,5.42520000000000E+08,3.88300000000000E+08,4.48300000000000E+08,4.04600000000000E+08,4.28794117647059E+08,6.05492537313433E+08,6.93970588235294E+08,8.60630922693267E+08,9.29607500000000E+08,9.45000000000000E+08,8.85444186046512E+08,8.92164393939394E+08,7.63465550458716E+08,1.07840212765957E+09,1.27119607843137E+09,1.48409253840527E+09,1.79355783308931E+09,2.62609329446064E+09,2.93661202185792E+09,3.53296903460838E+09,3.87540983606557E+09,4.36839804764333E+09,4.42319461444308E+09,5.01303030303030E+09,5.29878787878788E+09,0
Swaziland,SWZ,3.50761584768305E+07,4.30251994960101E+07,4.59270614587708E+07,5.41283774324513E+07,6.49792804143917E+07,7.02785944281114E+07,7.68584628307434E+07,7.47585048299034E+07,7.97984040319194E+07,1.05417891642167E+08,1.12137757244855E+08,1.36465324384787E+08,1.46741251463510E+08,2.21902017291066E+08,2.64311994113319E+08,2.88302907369844E+08,2.72539098436063E+08,3.04047838086477E+08,3.40616375344986E+08,4.12093133760988E+08,5.42000513610683E+08,5.71542674577818E+08,5.37575980843618E+08,5.55336145767884E+08,4.94475699857656E+08,3.61014890458410E+08,4.49146608315098E+08,5.84135559921414E+08,6.92016714317132E+08,6.96915430663057E+08,1.11470308816140E+09,1.15614199833412E+09,1.28476623422160E+09,1.35720699574624E+09,1.41929345499606E+09,1.69898243776019E+09,1.60276010048147E+09,1.71669991319444E+09,1.57690429245880E+09,1.54788444226205E+09,1.52449638318107E+09,1.34933965222846E+09,1.22422609504113E+09,1.85403254590400E+09,2.42064524119140E+09,2.58408944380671E+09,2.94794358709296E+09,3.05385150383944E+09,3.01977920883165E+09,3.14470827039275E+09,3.89157515161449E+09,4.14579058269408E+09,4.04962301611469E+09,3.79130434782609E+09,0
Sweden,SWE,1.48428702934207E+10,1.61471601227882E+10,1.75114773114463E+10,1.89541323655148E+10,2.11372425608543E+10,2.32603206462745E+10,2.53020331323312E+10,2.74634092018822E+10,2.91433834905896E+10,3.16492038858880E+10,3.75553660210315E+10,4.09803456563725E+10,4.82639149588443E+10,5.85673840588006E+10,6.50825812947696E+10,8.17167516978951E+10,8.81021076470993E+10,9.31367751026419E+10,1.02969762221976E+11,1.21646718574328E+11,1.40088635568375E+11,1.27858412114390E+11,1.12767844570719E+11,1.03533702638547E+11,1.07661673734858E+11,1.12514448261835E+11,1.48376104539839E+11,1.80429286795786E+11,2.04068257817600E+11,2.14875344909957E+11,2.58154283908900E+11,2.70362531376602E+11,2.80312318915485E+11,2.09950792712696E+11,2.26079963711768E+11,2.64051981551316E+11,2.88103936773039E+11,2.64477727278681E+11,2.66800462898904E+11,2.70847937645236E+11,2.59802012617057E+11,2.39917320966977E+11,2.63926220332543E+11,3.31108912605271E+11,3.81705944707296E+11,3.89042905733083E+11,4.20029322674677E+11,4.87818493601646E+11,5.13965715632408E+11,4.29655957162127E+11,4.88377689564921E+11,5.63109663291177E+11,5.43880647757404E+11,5.79679985303385E+11,0
Switzerland,CHE,9.52274671921614E+09,1.07127124650522E+10,1.18799827585619E+10,1.30636437957884E+10,1.44805565715476E+10,1.53467416697575E+10,1.64800587048531E+10,1.77400131792600E+10,1.89427297791000E+10,2.05248866164789E+10,0,0,0,0,0,0,0,0,0,0,1.18710309542281E+11,1.08721034568781E+11,1.11431738019012E+11,1.11035571006622E+11,1.06019113631527E+11,1.07496240242562E+11,1.54095512368670E+11,1.92981619165773E+11,2.08774024533588E+11,2.01572650956660E+11,2.57420293190325E+11,2.60459896582985E+11,2.71133679206372E+11,2.63691005481862E+11,2.91913801125978E+11,3.41759012938689E+11,3.29619351051780E+11,2.86604024805347E+11,2.94977518761208E+11,2.89884127679404E+11,2.71659728209379E+11,2.78628772872719E+11,3.01127808995252E+11,3.51982634291230E+11,3.93541693928428E+11,4.07543292839302E+11,4.29180758069191E+11,4.77421391034262E+11,5.51552055046210E+11,5.39507555858517E+11,5.81208562423374E+11,6.96278717728137E+11,6.66100606813394E+11,6.85434185074108E+11,0
Syrian Arab Republic,SYR,8.57704420513312E+08,9.45244981038121E+08,1.11056586245336E+09,1.20044741783731E+09,1.33949428937720E+09,1.47203654433834E+09,1.34228756010485E+09,1.58022979304638E+09,1.75374637672452E+09,2.24501158318698E+09,2.14038371000885E+09,2.58985169778909E+09,3.05968216501818E+09,3.23948809165962E+09,5.15955717137959E+09,6.82698076777202E+09,7.63352892227344E+09,7.69601137078768E+09,9.27520310885105E+09,9.92968218910886E+09,1.30624210279340E+10,1.55181992453643E+10,1.62989054033054E+10,1.75891845456568E+10,1.75030829769152E+10,1.64035445169197E+10,1.32932092742119E+10,1.13562157143513E+10,1.05770423540589E+10,9.85339622491122E+09,1.23086242839787E+10,1.29818333333333E+10,1.32535659010698E+10,1.36959620171806E+10,1.01220200000000E+10,1.13967065868263E+10,1.37895608782435E+10,1.45052339698054E+10,1.52008461390769E+10,1.58738759689922E+10,1.93258949131254E+10,2.10998337835030E+10,2.15822488816592E+10,2.18281446860394E+10,2.50869306930693E+10,2.88589655172414E+10,3.33328445747801E+10,4.04050060072086E+10,0,0,0,0,0,0,0
Tajikistan,TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62939506627017E+09,2.53554538935646E+09,1.90924664080838E+09,1.64669387500394E+09,1.34607446078303E+09,1.23152310536089E+09,1.04389306260575E+09,9.21843115774498E+08,1.32012666494978E+09,1.08656736791081E+09,8.60550294273467E+08,1.08077400556446E+09,1.22111379472523E+09,1.55412554256223E+09,2.07614871031813E+09,2.31231957902843E+09,2.83023605384429E+09,3.71949737109659E+09,5.16133617046084E+09,4.97948198035098E+09,5.64217857958438E+09,6.52273220250748E+09,7.63304979209321E+09,8.50810345551497E+09,0
Tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10040534439923E+09,4.42016758857625E+09,4.25874289893795E+09,4.95658790161865E+09,4.60141352113102E+09,4.25770202144302E+09,4.51084718915431E+09,5.25522104383861E+09,6.49619582396993E+09,7.68385249684499E+09,9.34517410190716E+09,9.69784758916835E+09,1.01857861707327E+10,1.03835609977807E+10,1.08056000687040E+10,1.16591298147433E+10,1.28258019166063E+10,1.41419165923846E+10,1.43312312389296E+10,2.15013955610276E+10,2.72822100050750E+10,2.85962698688271E+10,3.09173768371179E+10,3.33168751499391E+10,3.87339810700415E+10,4.36467471445352E+10,0
